"season","player_id","player","franchise_id","snaps","WAA","WAR","position"
2006,3264,"Dion Byrum",5,64,0.0247577319587629,0.039,"CB"
2006,369,"Olin Kreutz",6,1277,-0.09086,0.03,"C"
2006,379,"Brian Griese",6,89,-0.280346153846154,-0.164,"QB"
2006,448,"John Tait",6,1111,-0.0789454545454545,0.027,"T"
2006,529,"Desmond Clark",6,1056,0.0467964601769912,0.361,"TE"
2006,542,"Brendon Ayanbadejo",6,59,0.0156238095238095,0.022,"LB"
2006,585,"Thomas Jones",6,893,-0.0210162601626016,0.148,"HB"
2006,587,"Brian Urlacher",6,1237,0.17062380952381,0.325,"LB"
2006,610,"Mike Brown",6,317,0.0124635761589404,0.079,"S"
2006,649,"John St. Clair",6,222,-0.0329454545454545,-0.011,"T"
2006,715,"Alfonso Boone",6,391,-0.0131049723756906,0.019,"DI"
2006,757,"Adewale Ogunleye",6,913,-0.047794701986755,0,"ED"
2006,856,"Roberto Garza",6,1288,-0.0712539682539683,0.051,"G"
2006,2711,"Brandon McGowan",6,6,-0.0075364238410596,-0.006,"S"
2006,2987,"Danieal Manning",6,1190,0.0994635761589404,0.349,"S"
2006,3002,"Devin Hester",6,148,-0.0662422680412371,-0.022,"CB"
2006,3065,"Jamar Williams",6,7,0.0106238095238095,0.011,"LB"
2006,3104,"Mark Anderson",6,612,-0.081794701986755,-0.05,"ED"
2006,3140,"J.D. Runnels",6,31,0.00360714285714286,0.006,"FB"
2006,3307,"Tyler Everett",6,1,-0.0095364238410596,-0.009,"S"
2006,74,"Sam Adams",7,433,-0.0131049723756906,0.027,"DI"
2006,86,"Rich Braham",7,82,0.01014,0.018,"C"
2006,321,"Bryan Robinson",7,711,-0.154794701986755,-0.118,"ED"
2006,339,"Brian Simmons",7,537,-0.0643761904761905,-0.001,"LB"
2006,468,"Reggie Kelly",7,829,0.00379646017699115,0.232,"TE"
2006,472,"John Thornton",7,769,-0.0801049723756906,-0.017,"DI"
2006,503,"Dexter Jackson",7,645,-0.0465364238410596,0.089,"S"
2006,577,"Anthony Wright",7,20,0.00365384615384615,0.017,"QB"
2006,593,"Deltha O'Neal",7,616,0.0887577319587629,0.235,"CB"
2006,628,"Bobbie Williams",7,829,-0.0812539682539683,-0.01,"G"
2006,776,"Justin Smith",7,1042,0.291205298013245,0.347,"ED"
2006,806,"Chad Johnson",7,965,0.356497536945813,0.579,"WR"
2006,857,"Rudi Johnson",7,711,0.00198373983739837,0.141,"HB"
2006,887,"Tony Stewart",7,246,0.0307964601769911,0.111,"TE"
2006,921,"T.J. Houshmandzadeh",7,827,0.340497536945813,0.533,"WR"
2006,946,"Antonio Chatman",7,50,-0.0135024630541872,0.001,"WR"
2006,966,"Kevin Kaesviharn",7,643,0.16946357615894,0.316,"S"
2006,2666,"Herana-Daze Jones",7,13,-0.0175364238410596,-0.015,"S"
2006,2842,"Ben Wilkerson",7,36,0.00214,0.006,"C"
2006,2945,"Ahmad Brooks",7,235,0.00862380952380952,0.044,"LB"
2006,2969,"Johnathan Joseph",7,800,0.0837577319587629,0.288,"CB"
2006,3000,"Andrew Whitworth",7,771,-0.0329454545454545,0.036,"T"
2006,3068,"Domata Peko Sr.",7,426,-0.000104972375690608,0.036,"DI"
2006,3138,"Reggie McNeal",7,24,-0.0185024630541872,-0.015,"WR"
2006,3154,"Ethan Kilmer",7,23,0.0477577319587629,0.055,"CB"
2006,3355,"Glenn Holt",7,38,-0.0255024630541872,-0.015,"WR"
2006,3375,"Rashad Jeanty",7,406,0.0416238095238095,0.095,"LB"
2006,71,"Willie McGinest",8,857,-0.091794701986755,-0.039,"ED"
2006,273,"Ryan Tucker",8,507,0.0480545454545455,0.089,"T"
2006,296,"Joe Andruzzi",8,744,-0.0352539682539683,0.024,"G"
2006,365,"Joe Jurevicius",8,538,0.0514975369458128,0.195,"WR"
2006,477,"Lennie Friedman",8,313,-0.0602539682539683,-0.034,"G"
2006,481,"Steve Heiden",8,434,0.0287964601769912,0.147,"TE"
2006,605,"Dennis Northcutt",8,346,-0.153502463054187,-0.057,"WR"
2006,620,"Cosey Coleman",8,830,-0.0522539682539683,0.014,"G"
2006,640,"Reuben Droughns",8,594,-0.0380162601626016,0.073,"HB"
2006,651,"Terrelle Smith",8,360,-0.0173928571428571,0.017,"FB"
2006,662,"Alvin McKinley",8,635,-0.129104972375691,-0.093,"DI"
2006,672,"Ralph Brown",8,564,0.0867577319587629,0.228,"CB"
2006,725,"Hank Fraley",8,976,-0.22486,-0.146,"C"
2006,829,"Gary Baxter",8,183,-0.0582422680412371,-0.018,"CB"
2006,858,"Matt Stewart",8,154,-0.021794701986755,-0.011,"ED"
2006,983,"Brian Russell",8,800,0.0174635761589404,0.175,"S"
2006,2732,"J'Vonne Parker",8,35,-0.0121049723756906,-0.008,"DI"
2006,2958,"Kamerion Wimbley",8,1050,0.032205298013245,0.095,"ED"
2006,2979,"D'Qwell Jackson",8,619,0.0636238095238095,0.124,"LB"
2006,3023,"Travis Wilson",8,99,-0.0335024630541872,-0.005,"WR"
2006,3055,"Leon Williams",8,236,-0.0873761904761905,-0.054,"LB"
2006,3057,"Isaac Sowells",8,29,-0.0232539682539683,-0.021,"G"
2006,3078,"Orien Harris",8,4,-0.00910497237569061,-0.009,"DI"
2006,3090,"Jerome Harrison",8,187,-0.0100162601626016,0.02,"HB"
2006,3125,"Lawrence Vickers",8,52,-0.00439285714285714,0.005,"FB"
2006,3126,"Babatunde Oshinowo",8,24,-0.0181049723756906,-0.015,"DI"
2006,3167,"Justin Hamilton",8,58,-0.0015364238410596,0.011,"S"
2006,3460,"Jereme Perry",8,197,0.0157577319587629,0.066,"CB"
2006,3510,"Rob Smith",8,69,-0.0902539682539683,-0.085,"G"
2006,36,"Drew Bledsoe",9,375,0.0196538461538462,0.659,"QB"
2006,75,"Aaron Glenn",9,383,0.0937577319587629,0.206,"CB"
2006,275,"Al Singleton",9,207,0.015205298013245,0.029,"ED"
2006,293,"Jason Ferguson",9,719,0.0738950276243094,0.14,"DI"
2006,332,"Greg Ellis",9,481,0.116205298013245,0.144,"ED"
2006,351,"Tony Parrish",9,36,0.000463576158940398,0.008,"S"
2006,354,"Flozell Adams",9,1116,0.0720545454545455,0.171,"T"
2006,388,"Jason Fabini",9,41,0.0230545454545455,0.027,"T"
2006,855,"Anthony Henry",9,1050,0.0917577319587629,0.34,"CB"
2006,2732,"J'Vonne Parker",9,17,-0.0111049723756906,-0.009,"DI"
2006,2756,"Jamaica Rector",9,1,-0.0125024630541872,-0.012,"WR"
2006,2810,"Tyson Thompson",9,19,0.00898373983739837,0.013,"HB"
2006,2963,"Bobby Carpenter",9,247,-0.014794701986755,0.002,"ED"
2006,2998,"Anthony Fasano",9,417,-0.0102035398230088,0.096,"TE"
2006,3037,"Jason Hatcher",9,343,-0.0101049723756906,0.006,"DI"
2006,3070,"Skyler Green",9,1,-0.0135024630541872,-0.013,"WR"
2006,3083,"Pat Watkins",9,556,0.0484635761589404,0.16,"S"
2006,3211,"Miles Austin",9,10,-0.00450246305418719,-0.004,"WR"
2006,3242,"Stephen Bowen",9,44,0.022205298013245,0.024,"ED"
2006,3301,"Abram Elam",9,7,-0.0105364238410596,-0.009,"S"
2006,3357,"Oliver Hoyte",9,235,-0.00639285714285714,0.012,"FB"
2006,3362,"Sam Hurd",9,134,-0.00150246305418719,0.024,"WR"
2006,46,"John Lynch",10,1028,0.0744635761589404,0.286,"S"
2006,94,"Keith Burns",10,21,0.0156238095238095,0.017,"LB"
2006,95,"Tom Nalen",10,1002,0.18114,0.276,"C"
2006,312,"Matt Lepsis",10,319,0.0320545454545455,0.063,"T"
2006,362,"Stephen Alexander",10,798,-0.0172035398230088,0.165,"TE"
2006,385,"Michael Myers",10,708,-0.0881049723756906,-0.022,"DI"
2006,442,"Champ Bailey",10,1028,0.499757731958763,0.736,"CB"
2006,454,"Ebenezer Ekuban",10,679,0.177205298013245,0.214,"ED"
2006,460,"Al Wilson",10,889,-0.13037619047619,-0.034,"LB"
2006,608,"John Engelberger",10,386,0.116205298013245,0.139,"ED"
2006,611,"Ian Gold",10,900,-0.0413761904761905,0.061,"LB"
2006,646,"Nate Webster",10,85,0.0226238095238095,0.031,"LB"
2006,658,"Cooper Carlisle",10,1002,-0.0952539682539683,-0.001,"G"
2006,775,"Gerard Warren",10,716,-0.0791049723756906,-0.019,"DI"
2006,864,"Ben Hamilton",10,1002,0.104746031746032,0.199,"G"
2006,895,"Patrick Chukwurah",10,225,-0.00479470198675497,0.005,"ED"
2006,2737,"Erik Pears",10,683,-0.0969454545454545,-0.034,"T"
2006,2893,"Adam Meadows",10,141,0.0520545454545455,0.065,"T"
2006,2956,"Jay Cutler",10,313,-0.289346153846154,0.224,"QB"
2006,3006,"Tony Scheffler",10,370,0.0547964601769912,0.174,"TE"
2006,3064,"Brandon Marshall",10,259,0.0244975369458128,0.088,"WR"
2006,3071,"Elvis Dumervil",10,317,0.080205298013245,0.095,"ED"
2006,3225,"Mike Bell",10,365,0.00798373983739837,0.077,"HB"
2006,3260,"Antwon Burton",10,12,-0.0141049723756906,-0.013,"DI"
2006,383,"Az-Zahir Hakim",11,155,-0.0365024630541872,0.01,"WR"
2006,400,"Corey Bradford",11,279,-0.114502463054187,-0.031,"WR"
2006,451,"Damien Woody",11,261,-0.00825396825396825,0.012,"G"
2006,458,"Fernando Bryant",11,453,0.0447577319587629,0.144,"CB"
2006,467,"Dre' Bly",11,1041,0.155757731958763,0.389,"CB"
2006,479,"Rex Tucker",11,276,-0.0999454545454545,-0.078,"T"
2006,482,"Jared DeVries",11,612,-0.132794701986755,-0.099,"ED"
2006,488,"Dan Campbell",11,712,0.0637964601769911,0.244,"TE"
2006,491,"Shawn Bryson",11,48,0.00660714285714286,0.014,"FB"
2006,615,"Kenoy Kennedy",11,512,-0.0105364238410596,0.093,"S"
2006,726,"Mike Furrey",11,898,0.101497536945813,0.35,"WR"
2006,733,"James Hall",11,355,0.102205298013245,0.121,"ED"
2006,751,"Paris Lenon",11,928,-0.0203761904761905,0.087,"LB"
2006,761,"Blane Saipaia",11,280,-0.0102539682539683,0.011,"G"
2006,788,"Jeff Backus",11,1010,-0.0429454545454546,0.033,"T"
2006,796,"Jamar Fletcher",11,342,-0.143242268041237,-0.059,"CB"
2006,820,"Dominic Raiola",11,1012,-0.01286,0.063,"C"
2006,828,"Shaun Rogers",11,312,0.0298950276243094,0.055,"DI"
2006,871,"Marcus Bell",11,426,-0.0711049723756906,-0.029,"DI"
2006,913,"Kevin Kasper",11,28,-0.0265024630541872,-0.018,"WR"
2006,927,"Rick DeMulling",11,503,0.00574603174603175,0.044,"G"
2006,945,"Aveion Cason",11,94,-0.00901626016260163,0.008,"HB"
2006,950,"Donte' Curry",11,46,0.0266238095238095,0.031,"LB"
2006,976,"Cleveland Pinkney",11,230,-0.0291049723756906,-0.009,"DI"
2006,2793,"Clint Stickdorn",11,13,0.0130545454545455,0.014,"T"
2006,2892,"Ross Verba",11,322,-0.0152539682539683,0.009,"G"
2006,2954,"Ernie Sims",11,877,-0.15037619047619,-0.059,"LB"
2006,2985,"Daniel Bullocks",11,595,-0.0445364238410596,0.072,"S"
2006,3019,"Brian Calhoun",11,23,-0.00901626016260163,-0.005,"HB"
2006,3086,"Jonathan Scott",11,295,-0.0479454545454545,-0.027,"T"
2006,3192,"Anthony Cannon",11,12,0.00662380952380952,0.008,"LB"
2006,3235,"Shaun Bodiford",11,32,-0.0305024630541872,-0.02,"WR"
2006,3282,"Frank Davis",11,246,-0.105253968253968,-0.088,"G"
2006,3303,"Devale Ellis",11,116,-0.0485024630541872,-0.013,"WR"
2006,282,"Al Harris",12,1029,-0.00524226804123711,0.231,"CB"
2006,330,"Charles Woodson",12,1007,0.371757731958763,0.606,"CB"
2006,374,"Ahman Green",12,645,-0.0610162601626016,0.063,"HB"
2006,533,"Donald Driver",12,965,0.244497536945813,0.489,"WR"
2006,592,"Bubba Franks",12,841,-0.138203539823009,0.095,"TE"
2006,614,"Chad Clifton",12,1042,-0.0579454545454545,0.03,"T"
2006,675,"Kabeer Gbaja-Biamila",12,751,-0.00879470198675497,0.03,"ED"
2006,705,"Mark Tauscher",12,769,0.0230545454545455,0.088,"T"
2006,799,"Ryan Pickett",12,642,0.0328950276243094,0.091,"DI"
2006,811,"Robert Ferguson",12,146,-0.0695024630541872,-0.029,"WR"
2006,916,"David Martin",12,370,0.0337964601769912,0.154,"TE"
2006,2864,"Koren Robinson",12,65,0.00549753694581281,0.025,"WR"
2006,2950,"A.J. Hawk",12,995,0.0716238095238095,0.192,"LB"
2006,2992,"Daryn Colledge",12,1058,-0.0462539682539683,0.043,"G"
2006,2997,"Greg Jennings",12,708,-0.0755024630541872,0.116,"WR"
2006,3012,"Abdul Hodge",12,102,-0.0633761904761905,-0.054,"LB"
2006,3020,"Jason Spitz",12,931,-0.298253968253968,-0.219,"G"
2006,3060,"Will Blackmon",12,11,0.000757731958762887,0.005,"CB"
2006,3093,"Ingle Martin",12,3,0.00665384615384615,0.007,"QB"
2006,3110,"Tony Moll",12,654,-0.102253968253968,-0.049,"G"
2006,3128,"Johnny Jolly",12,73,-0.0111049723756906,-0.006,"DI"
2006,3130,"Tyrone Culver",12,98,0.0074635761589404,0.029,"S"
2006,3188,"Tony Palmer",12,2,-0.0132539682539683,-0.013,"G"
2006,3204,"Zac Alcorn",12,8,0.000796460176991151,0.004,"TE"
2006,3235,"Shaun Bodiford",12,11,-0.0235024630541872,-0.02,"WR"
2006,3261,"Jarrett Bush",12,15,-0.0192422680412371,-0.015,"CB"
2006,3313,"Chris Francies",12,37,-0.0185024630541872,-0.009,"WR"
2006,3360,"Jason Hunter",12,37,-0.00879470198675497,-0.007,"ED"
2006,274,"Seth Payne",13,159,-0.00910497237569061,0.006,"DI"
2006,279,"N.D. Kalu",13,387,-0.115794701986755,-0.095,"ED"
2006,363,"Kailee Wong",13,124,0.0406238095238095,0.058,"LB"
2006,381,"Steve McKinney",13,395,-0.0142539682539683,0.023,"G"
2006,395,"Jason Simmons",13,426,-0.0845364238410596,0.013,"S"
2006,412,"Ephraim Salaam",13,867,-0.0649454545454545,0.012,"T"
2006,420,"Lional Dalton",13,185,-0.000104972375690608,0.018,"DI"
2006,589,"Ron Dayne",13,326,0.0109837398373984,0.074,"HB"
2006,650,"Lewis Sanders",13,447,0.0237577319587629,0.129,"CB"
2006,699,"Brad Bedell",13,24,0.00405454545454545,0.007,"T"
2006,714,"DaShon Polk",13,2,0.0156238095238095,0.016,"LB"
2006,747,"Cedric Killings",13,92,-0.00210497237569061,0.006,"DI"
2006,849,"Morlon Greenwood",13,804,-0.17137619047619,-0.07,"LB"
2006,863,"Sage Rosenfels",13,69,0.262653846153846,0.404,"QB"
2006,904,"Jameel Cook",13,342,-0.00439285714285714,0.034,"FB"
2006,952,"Troy Evans",13,3,0.00562380952380952,0.006,"LB"
2006,2659,"Thomas Johnson",13,257,-0.0401049723756906,-0.017,"DI"
2006,2707,"Alfred Malone",13,20,-0.0181049723756906,-0.017,"DI"
2006,2946,"Mario Williams",13,861,-0.136794701986755,-0.09,"ED"
2006,2978,"DeMeco Ryans",13,1025,-0.11837619047619,0.026,"LB"
2006,3010,"Charles Spencer",13,84,-0.0429454545454546,-0.036,"T"
2006,3011,"Eric Winston",13,457,0.0130545454545455,0.054,"T"
2006,3043,"Owen Daniels",13,821,-0.0192035398230089,0.234,"TE"
2006,3115,"Wali Lundy",13,400,-0.0270162601626016,0.05,"HB"
2006,3196,"David Anderson",13,16,0.000497536945812806,0.004,"WR"
2006,3529,"Chris Taylor",13,52,-0.00301626016260163,0.007,"HB"
2006,327,"Peyton Manning",14,1357,3.78165384615385,6.179,"QB"
2006,431,"Jeff Saturday",14,1357,0.25514,0.377,"C"
2006,449,"Anthony McFarland",14,697,-0.0741049723756906,-0.01,"DI"
2006,476,"Montae Reagor",14,245,-0.0261049723756906,-0.004,"DI"
2006,498,"Brandon Stokley",14,82,-0.0495024630541872,-0.028,"WR"
2006,603,"Rob Morris",14,357,-0.0243761904761905,0.007,"LB"
2006,800,"Reggie Wayne",14,1296,0.316497536945813,0.609,"WR"
2006,867,"Ryan Diem",14,1197,0.0170545454545455,0.122,"T"
2006,957,"Nick Harper",14,939,0.239757731958763,0.434,"CB"
2006,979,"Dominic Rhodes",14,608,-0.00701626016260163,0.11,"HB"
2006,2758,"Darrell Reid",14,257,-0.0411049723756906,-0.019,"DI"
2006,2975,"Joseph Addai",14,787,0.0519837398373984,0.205,"HB"
2006,3007,"Tim Jennings",14,29,-0.0222422680412371,-0.014,"CB"
2006,3039,"Freddie Keiaho",14,47,0.00262380952380952,0.008,"LB"
2006,3144,"Charlie Johnson",14,179,-0.0409454545454545,-0.02,"T"
2006,3152,"Antoine Bethea",14,968,0.0814635761589404,0.258,"S"
2006,3164,"Ryan LaCasse",14,23,-0.020794701986755,-0.019,"ED"
2006,302,"Terry Cousin",15,333,0.119757731958763,0.214,"CB"
2006,333,"Fred Taylor",15,444,0.0499837398373984,0.138,"HB"
2006,345,"Donovin Darius",15,539,-0.0885364238410596,0.02,"S"
2006,433,"Paul Spicer",15,786,0.255205298013245,0.298,"ED"
2006,463,"Mike Peterson",15,250,-0.0103761904761905,0.02,"LB"
2006,624,"Deon Grant",15,944,0.0314635761589404,0.228,"S"
2006,627,"Brad Meester",15,1020,0.25914,0.355,"C"
2006,710,"Rob Meier",15,688,-0.0731049723756906,-0.023,"DI"
2006,783,"Marcus Stroud",15,474,-0.0691049723756906,-0.029,"DI"
2006,813,"Maurice Williams",15,1018,0.0320545454545455,0.128,"T"
2006,848,"Reggie Hayward",15,31,0.050205298013245,0.052,"ED"
2006,928,"Dennis Norman",15,84,-0.0142539682539683,-0.008,"G"
2006,989,"Nick Sorensen",15,7,-0.0165364238410596,-0.015,"S"
2006,2848,"Derrick Wimbush",15,211,-0.0143928571428571,0.002,"FB"
2006,2973,"Marcedes Lewis",15,268,0.000796460176991151,0.081,"TE"
2006,3005,"Maurice Jones-Drew",15,522,0.0659837398373984,0.161,"HB"
2006,3025,"Clint Ingram",15,762,-0.0573761904761905,0.036,"LB"
2006,3105,"Brent Hawkins",15,55,0.025205298013245,0.028,"ED"
2006,3127,"Montavious Stanley",15,76,-0.0361049723756906,-0.029,"DI"
2006,3181,"Dee Webb",15,107,-0.0232422680412371,0.004,"CB"
